Period,l.r.t,Study,Loc,Block,Border,Row,Tree,Fam,Geno,Herbicide,Flag,Leaf,Bud2.16,GLD,HT,SCORE,Sur,Mglory,WEED,WEED.COVER,WEED.T
2,10237,2,1,1,0,2,37,AGHS2,5,0,Pink,,,36.6,239,,,,,,
2,10238,2,1,1,1,2,38,AGHS2,5,0,Pink,,,34.5,177,,,,,,
2,10239,2,1,1,1,2,39,AGHS1,6,0,Blue,,,36.6,191,,,,,,
2,10240,2,1,1,0,2,40,AGHS1,6,0,Blue,,,41,178,,,,,,
2,10241,2,1,1,0,2,41,AGHS1,6,0,Blue,,,36.2,186,,,,,,
2,10242,2,1,1,0,2,42,AGHS1,6,0,Blue,,,36.3,203,,,,,,
2,10243,2,1,1,0,2,43,AGHS1,6,0,Blue,,,42.8,226,,,,,,
2,10244,2,1,1,0,2,44,AGHS1,6,0,Blue,,,31.5,165,,,,,,
2,10245,2,1,1,0,2,45,AGHS1,6,0,Blue,,,36.4,214,,,,,,
2,10246,2,1,1,1,2,46,AGHS1,6,0,Blue,,,22.1,151,,,,,,
2,10247,2,1,1,1,2,47,AGHS8,7,0,White,,,29.9,172,,,,,,
2,10248,2,1,1,0,2,48,AGHS8,7,0,White,,,39.4,187,,,,,,
2,10249,2,1,1,0,2,49,AGHS8,7,0,White,,,38.8,201,,,,,,
2,10250,2,1,1,0,2,50,AGHS8,7,0,White,,,36.1,183,,,,,,
2,10251,2,1,1,0,2,51,AGHS8,7,0,White,,,31.9,177,,,,,,
2,10252,2,1,1,0,2,52,AGHS8,7,0,White,,,38.9,188,,,,,,
2,10253,2,1,1,0,2,53,AGHS8,7,0,White,,,22.4,138,,,,,,
2,10254,2,1,1,1,2,54,AGHS8,7,0,White,,,40.6,202,,,,,,
2,10255,2,1,1,1,2,55,AGHS4,2,0,Yellow,,,29.4,205,,,,,,
2,10256,2,1,1,0,2,56,AGHS4,2,0,Yellow,,,36.2,219,,,,,,
2,10257,2,1,1,0,2,57,AGHS4,2,0,Yellow,,,34.3,232,,,,,,
2,10258,2,1,1,0,2,58,AGHS4,2,0,Yellow,,,38.6,236,,,,,,
2,10259,2,1,1,0,2,59,AGHS4,2,0,Yellow,,,40.6,253,,,,,,
2,10260,2,1,1,0,2,60,AGHS4,2,0,Yellow,,,47.9,269,,,,,,
2,10261,2,1,1,0,2,61,AGHS4,2,0,Yellow,,,42.3,257,,,,,,
2,10262,2,1,1,1,2,62,AGHS4,2,0,Yellow,,,38.3,245,,,,,,
2,10263,2,1,1,1,2,63,AGHS3,1,0,Orange,,,40.3,251,,,,,,
2,10264,2,1,1,0,2,64,AGHS3,1,0,Orange,,,38.6,234,,,,,,
2,10265,2,1,1,0,2,65,AGHS3,1,0,Orange,,,NA,NA,,,,,,
2,10266,2,1,1,0,2,66,AGHS3,1,0,Orange,,,33.3,228,,,,,,
2,10267,2,1,1,0,2,67,AGHS3,1,0,Orange,,,23.5,183,,,,,,
2,10268,2,1,1,0,2,68,AGHS3,1,0,Orange,,,30.5,201,,,,,,
2,10269,2,1,1,0,2,69,AGHS3,1,0,Orange,,,34.8,219,,,,,,
2,10270,2,1,1,1,2,70,AGHS3,1,0,Orange,,,31.8,194,,,,,,
2,10331,2,1,1,1,3,31,AGHS3,1,3,Orange,,,20.6,133,,,,,,
2,10332,2,1,1,0,3,32,AGHS3,1,3,Orange,,,23.5,143,,,,,,
2,10333,2,1,1,0,3,33,AGHS3,1,3,Orange,,,29,173,,,,,,
2,10334,2,1,1,0,3,34,AGHS3,1,3,Orange,,,18.8,129,,,,,,
2,10335,2,1,1,0,3,35,AGHS3,1,3,Orange,,,30.7,168,,,,,,
2,10336,2,1,1,0,3,36,AGHS3,1,3,Orange,,,31.5,170,,,,,,
2,10337,2,1,1,0,3,37,AGHS3,1,3,Orange,,,NA,NA,,,,,,
2,10338,2,1,1,1,3,38,AGHS3,1,3,Orange,,,26.6,156,,,,,,
2,10339,2,1,1,1,3,39,AGHS4,2,3,Yellow,,,32.1,195,,,,,,
2,10340,2,1,1,0,3,40,AGHS4,2,3,Yellow,,,30.4,181,,,,,,
2,10341,2,1,1,0,3,41,AGHS4,2,3,Yellow,,,35,193,,,,,,
2,10342,2,1,1,0,3,42,AGHS4,2,3,Yellow,,,33.4,198,,,,,,
2,10343,2,1,1,0,3,43,AGHS4,2,3,Yellow,,,30.1,170,,,,,,
2,10344,2,1,1,0,3,44,AGHS4,2,3,Yellow,,,38.5,199,,,,,,
2,10345,2,1,1,0,3,45,AGHS4,2,3,Yellow,,,34.2,197,,,,,,
2,10346,2,1,1,1,3,46,AGHS4,2,3,Yellow,,,35.6,205,,,,,,
2,10347,2,1,1,1,3,47,AGHS2,5,3,Pink,,,38.3,180,,,,,,
2,10348,2,1,1,0,3,48,AGHS2,5,3,Pink,,,31.2,194,,,,,,
2,10349,2,1,1,0,3,49,AGHS2,5,3,Pink,,,22.2,186,,,,,,
2,10350,2,1,1,0,3,50,AGHS2,5,3,Pink,,,25.1,180,,,,,,
2,10351,2,1,1,0,3,51,AGHS2,5,3,Pink,,,31.4,221,,,,,,
2,10352,2,1,1,0,3,52,AGHS2,5,3,Pink,,,32.5,211,,,,,,
2,10353,2,1,1,0,3,53,AGHS2,5,3,Pink,,,34.1,195,,,,,,
2,10354,2,1,1,1,3,54,AGHS2,5,3,Pink,,,34,213,,,,,,
2,10355,2,1,1,1,3,55,AGHS1,6,3,Blue,,,31.7,222,,,,,,
2,10356,2,1,1,0,3,56,AGHS1,6,3,Blue,,,61.3,260,,,,,,
2,10357,2,1,1,0,3,57,AGHS1,6,3,Blue,,,44.3,261,,,,,,
2,10358,2,1,1,0,3,58,AGHS1,6,3,Blue,,,46.6,251,,,,,,
2,10359,2,1,1,0,3,59,AGHS1,6,3,Blue,,,30.7,224,,,,,,
2,10360,2,1,1,0,3,60,AGHS1,6,3,Blue,,,38.2,239,,,,,,
2,10361,2,1,1,0,3,61,AGHS1,6,3,Blue,,,39.2,246,,,,,,
2,10362,2,1,1,1,3,62,AGHS1,6,3,Blue,,,37.1,223,,,,,,
2,10363,2,1,1,1,3,63,AGHS8,7,3,White,,,34.6,187,,,,,,
2,10364,2,1,1,0,3,64,AGHS8,7,3,White,,,31.4,162,,,,,,
2,10365,2,1,1,0,3,65,AGHS8,7,3,White,,,33.6,192,,,,,,
2,10366,2,1,1,0,3,66,AGHS8,7,3,White,,,43.5,199,,,,,,
2,10367,2,1,1,0,3,67,AGHS8,7,3,White,,,32.7,208,,,,,,
2,10368,2,1,1,0,3,68,AGHS8,7,3,White,,,46.4,209,,,,,,
2,10369,2,1,1,0,3,69,AGHS8,7,3,White,,,31.6,186,,,,,,
2,10370,2,1,1,1,3,70,AGHS8,7,3,White,,,30.9,183,,,,,,
2,10431,2,1,1,1,4,31,AGHS1,6,1,Blue,,,43.1,221,,,,,,
2,10432,2,1,1,0,4,32,AGHS1,6,1,Blue,,,40.1,234,,,,,,
2,10433,2,1,1,0,4,33,AGHS1,6,1,Blue,,,44.3,218,,,,,,
2,10434,2,1,1,0,4,34,AGHS1,6,1,Blue,,,33.4,202,,,,,,
2,10435,2,1,1,0,4,35,AGHS1,6,1,Blue,,,48.3,229,,,,,,
2,10436,2,1,1,0,4,36,AGHS1,6,1,Blue,,,40.2,218,,,,,,
2,10437,2,1,1,0,4,37,AGHS1,6,1,Blue,,,40.5,213,,,,,,
2,10438,2,1,1,1,4,38,AGHS1,6,1,Blue,,,34.1,201,,,,,,
2,10439,2,1,1,1,4,39,AGHS2,5,1,Pink,,,48.8,256,,,,,,
2,10440,2,1,1,0,4,40,AGHS2,5,1,Pink,,,35.6,228,,,,,,
2,10441,2,1,1,0,4,41,AGHS2,5,1,Pink,,,40.9,227,,,,,,
2,10442,2,1,1,0,4,42,AGHS2,5,1,Pink,,,46.2,267,,,,,,
2,10443,2,1,1,0,4,43,AGHS2,5,1,Pink,,,36.9,216,,,,,,
2,10444,2,1,1,0,4,44,AGHS2,5,1,Pink,,,40,194,,,,,,
2,10445,2,1,1,0,4,45,AGHS2,5,1,Pink,,,44.6,239,,,,,,
2,10446,2,1,1,1,4,46,AGHS2,5,1,Pink,,,40.8,214,,,,,,
2,10447,2,1,1,1,4,47,AGHS8,7,1,White,,,37.2,152,,,,,,
2,10448,2,1,1,0,4,48,AGHS8,7,1,White,,,37.5,192,,,,,,
2,10449,2,1,1,0,4,49,AGHS8,7,1,White,,,35.8,210,,,,,,
2,10450,2,1,1,0,4,50,AGHS8,7,1,White,,,36.5,199,,,,,,
2,10451,2,1,1,0,4,51,AGHS8,7,1,White,,,46.1,230,,,,,,
2,10452,2,1,1,0,4,52,AGHS8,7,1,White,,,45.7,228,,,,,,
2,10453,2,1,1,0,4,53,AGHS8,7,1,White,,,56.2,261,,,,,,
2,10454,2,1,1,1,4,54,AGHS8,7,1,White,,,50.1,267,,,,,,
2,10455,2,1,1,1,4,55,AGHS3,1,1,Orange,,,52.7,279,,,,,,
2,10456,2,1,1,0,4,56,AGHS3,1,1,Orange,,,53.7,270,,,,,,
2,10457,2,1,1,0,4,57,AGHS3,1,1,Orange,,,60.7,284,,,,,,
2,10458,2,1,1,0,4,58,AGHS3,1,1,Orange,,,46,238,,,,,,
2,10459,2,1,1,0,4,59,AGHS3,1,1,Orange,,,41.3,211,,,,,,
2,10460,2,1,1,0,4,60,AGHS3,1,1,Orange,,,26.5,160,,,,,,
2,10461,2,1,1,0,4,61,AGHS3,1,1,Orange,,,51.3,252,,,,,,
2,10462,2,1,1,1,4,62,AGHS3,1,1,Orange,,,NA,NA,,,,,,
2,10463,2,1,1,1,4,63,AGHS4,2,1,Yellow,,,36.9,238,,,,,,
2,10464,2,1,1,0,4,64,AGHS4,2,1,Yellow,,,44.5,248,,,,,,
2,10465,2,1,1,0,4,65,AGHS4,2,1,Yellow,,,39.7,216,,,,,,
2,10466,2,1,1,0,4,66,AGHS4,2,1,Yellow,,,37.3,219,,,,,,
2,10467,2,1,1,0,4,67,AGHS4,2,1,Yellow,,,44.1,252,,,,,,
2,10468,2,1,1,0,4,68,AGHS4,2,1,Yellow,,,44.2,257,,,,,,
2,10469,2,1,1,0,4,69,AGHS4,2,1,Yellow,,,35.7,234,,,,,,
2,10470,2,1,1,1,4,70,AGHS4,2,1,Yellow,,,19.9,188,,,,,,
2,10531,2,1,2,1,5,31,AGHS2,5,2,Pink,,,65.3,239,,,,,,
2,10532,2,1,2,0,5,32,AGHS2,5,2,Pink,,,55.3,286,,,,,,
2,10533,2,1,2,0,5,33,AGHS2,5,2,Pink,,,57.9,270,,,,,,
2,10534,2,1,2,0,5,34,AGHS2,5,2,Pink,,,51.9,266,,,,,,
2,10535,2,1,2,0,5,35,AGHS2,5,2,Pink,,,40,240,,,,,,
2,10536,2,1,2,0,5,36,AGHS2,5,2,Pink,,,34.8,219,,,,,,
2,10537,2,1,2,0,5,37,AGHS2,5,2,Pink,,,35,242,,,,,,
2,10538,2,1,2,1,5,38,AGHS2,5,2,Pink,,,41.7,251,,,,,,
2,10539,2,1,2,1,5,39,AGHS8,7,2,White,,,35.7,189,,,,,,
2,10540,2,1,2,0,5,40,AGHS8,7,2,White,,,40.3,194,,,,,,
2,10541,2,1,2,0,5,41,AGHS8,7,2,White,,,49.9,239,,,,,,
2,10542,2,1,2,0,5,42,AGHS8,7,2,White,,,41.1,198,,,,,,
2,10543,2,1,2,0,5,43,AGHS8,7,2,White,,,46.3,234,,,,,,
2,10544,2,1,2,0,5,44,AGHS8,7,2,White,,,34.9,211,,,,,,
2,10545,2,1,2,0,5,45,AGHS8,7,2,White,,,38.8,199,,,,,,
2,10546,2,1,2,1,5,46,AGHS8,7,2,White,,,41.3,202,,,,,,
2,10547,2,1,2,1,5,47,AGHS3,1,2,Orange,,,39.1,215,,,,,,
2,10548,2,1,2,0,5,48,AGHS3,1,2,Orange,,,46.5,193,,,,,,
2,10549,2,1,2,0,5,49,AGHS3,1,2,Orange,,,55.3,254,,,,,,
2,10550,2,1,2,0,5,50,AGHS3,1,2,Orange,,,43,230,,,,,,
2,10551,2,1,2,0,5,51,AGHS3,1,2,Orange,,,65.3,288,,,,,,
2,10552,2,1,2,0,5,52,AGHS3,1,2,Orange,,,45.7,230,,,,,,
2,10553,2,1,2,0,5,53,AGHS3,1,2,Orange,,,54.9,265,,,,,,
2,10554,2,1,2,1,5,54,AGHS3,1,2,Orange,,,63.1,266,,,,,,
2,10555,2,1,2,1,5,55,AGHS4,2,2,Yellow,,,57.5,272,,,,,,
2,10556,2,1,2,0,5,56,AGHS4,2,2,Yellow,,,51.4,278,,,,,,
2,10557,2,1,2,0,5,57,AGHS4,2,2,Yellow,,,47,251,,,,,,
2,10558,2,1,2,0,5,58,AGHS4,2,2,Yellow,,,47.9,237,,,,,,
2,10559,2,1,2,0,5,59,AGHS4,2,2,Yellow,,,40.9,233,,,,,,
2,10560,2,1,2,0,5,60,AGHS4,2,2,Yellow,,,44.6,238,,,,,,
2,10561,2,1,2,0,5,61,AGHS4,2,2,Yellow,,,52,226,,,,,,
2,10562,2,1,2,1,5,62,AGHS4,2,2,Yellow,,,46.9,250,,,,,,
2,10563,2,1,2,1,5,63,AGHS1,6,2,Blue,,,40.4,237,,,,,,
2,10564,2,1,2,0,5,64,AGHS1,6,2,Blue,,,30.5,211,,,,,,
2,10565,2,1,2,0,5,65,AGHS1,6,2,Blue,,,45.8,246,,,,,,
2,10566,2,1,2,0,5,66,AGHS1,6,2,Blue,,,46.2,237,,,,,,
2,10567,2,1,2,0,5,67,AGHS1,6,2,Blue,,,44.1,246,,,,,,
2,10568,2,1,2,0,5,68,AGHS1,6,2,Blue,,,45.5,232,,,,,,
2,10569,2,1,2,0,5,69,AGHS1,6,2,Blue,,,38.4,22,,,,,,
2,10570,2,1,2,1,5,70,AGHS1,6,2,Blue,,,32.5,170,,,,,,
2,10631,2,1,2,1,6,31,AGHS1,6,3,Blue,,,28.2,186,,,,,,
2,10632,2,1,2,0,6,32,AGHS1,6,3,Blue,,,26.3,153,,,,,,
2,10633,2,1,2,0,6,33,AGHS1,6,3,Blue,,,37.6,182,,,,,,
2,10634,2,1,2,0,6,34,AGHS1,6,3,Blue,,,29.3,203,,,,,,
2,10635,2,1,2,0,6,35,AGHS1,6,3,Blue,,,NA,NA,,,,,,
2,10636,2,1,2,0,6,36,AGHS1,6,3,Blue,,,36.9,193,,,,,,
2,10637,2,1,2,0,6,37,AGHS1,6,3,Blue,,,25.7,175,,,,,,
2,10638,2,1,2,1,6,38,AGHS1,6,3,Blue,,,22.9,165,,,,,,
2,10639,2,1,2,1,6,39,AGHS3,1,3,Orange,,,39.7,219,,,,,,
2,10640,2,1,2,0,6,40,AGHS3,1,3,Orange,,,45.8,228,,,,,,
2,10641,2,1,2,0,6,41,AGHS3,1,3,Orange,,,47.3,224,,,,,,
2,10642,2,1,2,0,6,42,AGHS3,1,3,Orange,,,33.9,168,,,,,,
2,10643,2,1,2,0,6,43,AGHS3,1,3,Orange,,,37.4,189,,,,,,
2,10644,2,1,2,0,6,44,AGHS3,1,3,Orange,,,42.1,218,,,,,,
2,10645,2,1,2,0,6,45,AGHS3,1,3,Orange,,,46.3,265,,,,,,
2,10646,2,1,2,1,6,46,AGHS3,1,3,Orange,,,43.7,245,,,,,,
2,10647,2,1,2,1,6,47,AGHS4,2,3,Yellow,,,42.5,220,,,,,,
2,10648,2,1,2,0,6,48,AGHS4,2,3,Yellow,,,40.3,218,,,,,,
2,10649,2,1,2,0,6,49,AGHS4,2,3,Yellow,,,43,206,,,,,,
2,10650,2,1,2,0,6,50,AGHS4,2,3,Yellow,,,32.7,195,,,,,,
2,10651,2,1,2,0,6,51,AGHS4,2,3,Yellow,,,40.9,207,,,,,,
2,10652,2,1,2,0,6,52,AGHS4,2,3,Yellow,,,42.3,193,,,,,,
2,10653,2,1,2,0,6,53,AGHS4,2,3,Yellow,,,40.5,214,,,,,,
2,10654,2,1,2,1,6,54,AGHS4,2,3,Yellow,,,27.6,185,,,,,,
2,10655,2,1,2,1,6,55,AGHS8,7,3,White,,,38.5,166,,,,,,
2,10656,2,1,2,0,6,56,AGHS8,7,3,White,,,30.4,190,,,,,,
2,10657,2,1,2,0,6,57,AGHS8,7,3,White,,,48,237,,,,,,
2,10658,2,1,2,0,6,58,AGHS8,7,3,White,,,35.7,213,,,,,,
2,10659,2,1,2,0,6,59,AGHS8,7,3,White,,,42.1,239,,,,,,
2,10660,2,1,2,0,6,60,AGHS8,7,3,White,,,41.7,203,,,,,,
2,10661,2,1,2,0,6,61,AGHS8,7,3,White,,,33.9,197,,,,,,
2,10662,2,1,2,1,6,62,AGHS8,7,3,White,,,37.4,192,,,,,,
2,10663,2,1,2,1,6,63,AGHS2,5,3,Pink,,,44.6,272,,,,,,
2,10664,2,1,2,0,6,64,AGHS2,5,3,Pink,,,33.6,190,,,,,,
2,10665,2,1,2,0,6,65,AGHS2,5,3,Pink,,,38.7,220,,,,,,
2,10666,2,1,2,0,6,66,AGHS2,5,3,Pink,,,39.6,238,,,,,,
2,10667,2,1,2,0,6,67,AGHS2,5,3,Pink,,,41.4,205,,,,,,
2,10668,2,1,2,0,6,68,AGHS2,5,3,Pink,,,40.4,232,,,,,,
2,10669,2,1,2,0,6,69,AGHS2,5,3,Pink,,,40.6,204,,,,,,
2,10670,2,1,2,1,6,70,AGHS2,5,3,Pink,,,33.9,191,,,,,,
2,10731,2,1,2,1,7,31,AGHS3,1,1,Orange,,,37.6,198,,,,,,
2,10732,2,1,2,0,7,32,AGHS3,1,1,Orange,,,40,196,,,,,,
2,10733,2,1,2,0,7,33,AGHS3,1,1,Orange,,,NA,NA,,,,,,
2,10734,2,1,2,0,7,34,AGHS3,1,1,Orange,,,40.7,214,,,,,,
2,10735,2,1,2,0,7,35,AGHS3,1,1,Orange,,,45.1,224,,,,,,
2,10736,2,1,2,0,7,36,AGHS3,1,1,Orange,,,NA,NA,,,,,,
2,10737,2,1,2,0,7,37,AGHS3,1,1,Orange,,,54.7,255,,,,,,
2,10738,2,1,2,1,7,38,AGHS3,1,1,Orange,,,48.4,251,,,,,,
2,10739,2,1,2,1,7,39,AGHS4,2,1,Yellow,,,39,224,,,,,,
2,10740,2,1,2,0,7,40,AGHS4,2,1,Yellow,,,40.3,225,,,,,,
2,10741,2,1,2,0,7,41,AGHS4,2,1,Yellow,,,36.5,216,,,,,,
2,10742,2,1,2,0,7,42,AGHS4,2,1,Yellow,,,29.2,168,,,,,,
2,10743,2,1,2,0,7,43,AGHS4,2,1,Yellow,,,38,226,,,,,,
2,10744,2,1,2,0,7,44,AGHS4,2,1,Yellow,,,39,206,,,,,,
2,10745,2,1,2,0,7,45,AGHS4,2,1,Yellow,,,37.7,204,,,,,,
2,10746,2,1,2,1,7,46,AGHS4,2,1,Yellow,,,46.9,264,,,,,,
2,10747,2,1,2,1,7,47,AGHS1,6,1,Blue,,,41.4,259,,,,,,
2,10748,2,1,2,0,7,48,AGHS1,6,1,Blue,,,45,251,,,,,,
2,10749,2,1,2,0,7,49,AGHS1,6,1,Blue,,,43.3,257,,,,,,
2,10750,2,1,2,0,7,50,AGHS1,6,1,Blue,,,54.4,282,,,,,,
2,10751,2,1,2,0,7,51,AGHS1,6,1,Blue,,,45.8,259,,,,,,
2,10752,2,1,2,0,7,52,AGHS1,6,1,Blue,,,48.3,254,,,,,,
2,10753,2,1,2,0,7,53,AGHS1,6,1,Blue,,,36.3,206,,,,,,
2,10754,2,1,2,1,7,54,AGHS1,6,1,Blue,,,46.5,237,,,,,,
2,10755,2,1,2,1,7,55,AGHS2,5,1,Pink,,,38.9,248,,,,,,
2,10756,2,1,2,0,7,56,AGHS2,5,1,Pink,,,35.3,233,,,,,,
2,10757,2,1,2,0,7,57,AGHS2,5,1,Pink,,,47.3,271,,,,,,
2,10758,2,1,2,0,7,58,AGHS2,5,1,Pink,,,42,250,,,,,,
2,10759,2,1,2,0,7,59,AGHS2,5,1,Pink,,,39.3,218,,,,,,
2,10760,2,1,2,0,7,60,AGHS2,5,1,Pink,,,46.4,254,,,,,,
2,10761,2,1,2,0,7,61,AGHS2,5,1,Pink,,,33.6,221,,,,,,
2,10762,2,1,2,1,7,62,AGHS2,5,1,Pink,,,36.7,240,,,,,,
2,10763,2,1,2,1,7,63,AGHS8,7,1,White,,,43.8,226,,,,,,
2,10764,2,1,2,0,7,64,AGHS8,7,1,White,,,41.5,248,,,,,,
2,10765,2,1,2,0,7,65,AGHS8,7,1,White,,,26.3,166,,,,,,
2,10766,2,1,2,0,7,66,AGHS8,7,1,White,,,46,204,,,,,,
2,10767,2,1,2,0,7,67,AGHS8,7,1,White,,,35.3,165,,,,,,
2,10768,2,1,2,0,7,68,AGHS8,7,1,White,,,NA,NA,,,,,,
2,10769,2,1,2,0,7,69,AGHS8,7,1,White,,,29.3,146,,,,,,
2,10770,2,1,2,1,7,70,AGHS8,7,1,White,,,22,136,,,,,,
2,10831,2,1,2,1,8,31,AGHS1,6,0,Blue,,,24.7,181,,,,,,
2,10832,2,1,2,0,8,32,AGHS1,6,0,Blue,,,37,182,,,,,,
2,10833,2,1,2,0,8,33,AGHS1,6,0,Blue,,,48.7,223,,,,,,
2,10834,2,1,2,0,8,34,AGHS1,6,0,Blue,,,43.2,231,,,,,,
2,10835,2,1,2,0,8,35,AGHS1,6,0,Blue,,,40.2,210,,,,,,
2,10836,2,1,2,0,8,36,AGHS1,6,0,Blue,,,35.4,202,,,,,,
2,10837,2,1,2,0,8,37,AGHS1,6,0,Blue,,,39.4,215,,,,,,
2,10838,2,1,2,1,8,38,AGHS1,6,0,Blue,,,42.7,232,,,,,,
2,10839,2,1,2,1,8,39,AGHS2,5,0,Pink,,,45.2,239,,,,,,
2,10840,2,1,2,0,8,40,AGHS2,5,0,Pink,,,33.4,220,,,,,,
2,10841,2,1,2,0,8,41,AGHS2,5,0,Pink,,,34.1,214,,,,,,
2,10842,2,1,2,0,8,42,AGHS2,5,0,Pink,,,32.1,209,,,,,,
2,10843,2,1,2,0,8,43,AGHS2,5,0,Pink,,,45.8,197,,,,,,
2,10844,2,1,2,0,8,44,AGHS2,5,0,Pink,,,21.1,170,,,,,,
2,10845,2,1,2,0,8,45,AGHS2,5,0,Pink,,,30.5,178,,,,,,
2,10846,2,1,2,1,8,46,AGHS2,5,0,Pink,,,39,226,,,,,,
2,10847,2,1,2,1,8,47,AGHS8,7,0,White,,,34.7,191,,,,,,
2,10848,2,1,2,0,8,48,AGHS8,7,0,White,,,35.4,187,,,,,,
2,10849,2,1,2,0,8,49,AGHS8,7,0,White,,,36.2,181,,,,,,
2,10850,2,1,2,0,8,50,AGHS8,7,0,White,,,23.1,167,,,,,,
2,10851,2,1,2,0,8,51,AGHS8,7,0,White,,,23.9,149,,,,,,
2,10852,2,1,2,0,8,52,AGHS8,7,0,White,,,30.7,173,,,,,,
2,10853,2,1,2,0,8,53,AGHS8,7,0,White,,,33.9,190,,,,,,
2,10854,2,1,2,1,8,54,AGHS8,7,0,White,,,26,180,,,,,,
2,10855,2,1,2,1,8,55,AGHS3,1,0,Orange,,,24.3,192,,,,,,
2,10856,2,1,2,0,8,56,AGHS3,1,0,Orange,,,28.1,189,,,,,,
2,10857,2,1,2,0,8,57,AGHS3,1,0,Orange,,,36.3,216,,,,,,
2,10858,2,1,2,0,8,58,AGHS3,1,0,Orange,,,39.6,201,,,,,,
2,10859,2,1,2,0,8,59,AGHS3,1,0,Orange,,,35.5,196,,,,,,
2,10860,2,1,2,0,8,60,AGHS3,1,0,Orange,,,25.5,187,,,,,,
2,10861,2,1,2,0,8,61,AGHS3,1,0,Orange,,,39.3,250,,,,,,
2,10862,2,1,2,1,8,62,AGHS3,1,0,Orange,,,40.3,274,,,,,,
2,10863,2,1,2,1,8,63,AGHS4,2,0,Yellow,,,37.8,209,,,,,,
2,10864,2,1,2,0,8,64,AGHS4,2,0,Yellow,,,41.6,230,,,,,,
2,10865,2,1,2,0,8,65,AGHS4,2,0,Yellow,,,34.5,206,,,,,,
2,10866,2,1,2,0,8,66,AGHS4,2,0,Yellow,,,NA,NA,,,,,,
2,10867,2,1,2,0,8,67,AGHS4,2,0,Yellow,,,41.2,217,,,,,,
2,10868,2,1,2,0,8,68,AGHS4,2,0,Yellow,,,51.2,262,,,,,,
2,10869,2,1,2,0,8,69,AGHS4,2,0,Yellow,,,45.2,238,,,,,,
2,10870,2,1,2,1,8,70,AGHS4,2,0,Yellow,,,44,227,,,,,,
2,10931,2,1,3,1,9,31,AGHS2,5,1,Pink,,,39.2,205,,,,,,
2,10932,2,1,3,0,9,32,AGHS2,5,1,Pink,,,35.6,214,,,,,,
2,10933,2,1,3,0,9,33,AGHS2,5,1,Pink,,,34,208,,,,,,
2,10934,2,1,3,0,9,34,AGHS2,5,1,Pink,,,35,218,,,,,,
2,10935,2,1,3,0,9,35,AGHS2,5,1,Pink,,,34,224,,,,,,
2,10936,2,1,3,0,9,36,AGHS2,5,1,Pink,,,54.6,270,,,,,,
2,10937,2,1,3,0,9,37,AGHS2,5,1,Pink,,,50.4,258,,,,,,
2,10938,2,1,3,1,9,38,AGHS2,5,1,Pink,,,43.9,237,,,,,,
2,10939,2,1,3,1,9,39,AGHS3,1,1,Orange,,,38.1,194,,,,,,
2,10940,2,1,3,0,9,40,AGHS3,1,1,Orange,,,NA,NA,,,,,,
2,10941,2,1,3,0,9,41,AGHS3,1,1,Orange,,,NA,NA,,,,,,
2,10942,2,1,3,0,9,42,AGHS3,1,1,Orange,,,45.7,220,,,,,,
2,10943,2,1,3,0,9,43,AGHS3,1,1,Orange,,,32.9,183,,,,,,
2,10944,2,1,3,0,9,44,AGHS3,1,1,Orange,,,43.4,226,,,,,,
2,10945,2,1,3,0,9,45,AGHS3,1,1,Orange,,,43,212,,,,,,
2,10946,2,1,3,1,9,46,AGHS3,1,1,Orange,,,46,225,,,,,,
2,10947,2,1,3,1,9,47,AGHS8,7,1,White,,,NA,NA,,,,,,
2,10948,2,1,3,0,9,48,AGHS8,7,1,White,,,26.8,171,,,,,,
2,10949,2,1,3,0,9,49,AGHS8,7,1,White,,,35.2,172,,,,,,
2,10950,2,1,3,0,9,50,AGHS8,7,1,White,,,37.7,189,,,,,,
2,10951,2,1,3,0,9,51,AGHS8,7,1,White,,,41.5,200,,,,,,
2,10952,2,1,3,0,9,52,AGHS8,7,1,White,,,35.1,189,,,,,,
2,10953,2,1,3,0,9,53,AGHS8,7,1,White,,,40.4,193,,,,,,
2,10954,2,1,3,1,9,54,AGHS8,7,1,White,,,30.3,171,,,,,,
2,10955,2,1,3,1,9,55,AGHS1,6,1,Blue,,,40.8,237,,,,,,
2,10956,2,1,3,0,9,56,AGHS1,6,1,Blue,,,49.2,242,,,,,,
2,10957,2,1,3,0,9,57,AGHS1,6,1,Blue,,,36.3,193,,,,,,
2,10958,2,1,3,0,9,58,AGHS1,6,1,Blue,,,34.2,214,,,,,,
2,10959,2,1,3,0,9,59,AGHS1,6,1,Blue,,,41.7,244,,,,,,
2,10960,2,1,3,0,9,60,AGHS1,6,1,Blue,,,44.8,255,,,,,,
2,10961,2,1,3,0,9,61,AGHS1,6,1,Blue,,,47.2,254,,,,,,
2,10962,2,1,3,1,9,62,AGHS1,6,1,Blue,,,57.5,272,,,,,,
2,10963,2,1,3,1,9,63,AGHS4,2,1,Yellow,,,46,237,,,,,,
2,10964,2,1,3,0,9,64,AGHS4,2,1,Yellow,,,47.1,214,,,,,,
2,10965,2,1,3,0,9,65,AGHS4,2,1,Yellow,,,30.3,178,,,,,,
2,10966,2,1,3,0,9,66,AGHS4,2,1,Yellow,,,35.7,173,,,,,,
2,10967,2,1,3,0,9,67,AGHS4,2,1,Yellow,,,41,231,,,,,,
